總分類,子分類,注音,漢語拼音,臺1,臺2,臺3,陸1,陸2,陸3,香1,香2,香3,澳1,澳2,澳3,差異說明
住,藥物毒素,ㄨㄟ　ㄦˊ　ㄍㄤ,wēi ér gāng,威而鋼,昔多芬,,萬艾可,昔多芬,西地那非,威而鋼,昔多芬,萬艾可,,,,「威而鋼」的主要成分是西地那非（Sildenafil），因此又稱為「西地那非」或音譯為「昔多芬」。藥品註冊時，以「威而鋼」在臺灣和香港註冊，以「萬艾可」在大陸註冊，因此兩地名稱略有不同。「偉哥」是大陸俗稱。
住,藥物毒素,ㄈㄚ　ㄆㄠˋ　ㄉㄧㄥˋ,fā pào ding,發泡錠,,,泡騰片,,,,,,,,,大陸稱它為「泡騰片」，是因為藥片入水後產生氣泡，並上下翻滾的形象而得名。
住,藥物毒素,ㄏㄨㄤˊ　ㄑㄩˊ　ㄉㄨˊ　ㄙㄨˋ,huáng qú dú sù,黃麴毒素,,,黃曲霉素,黃曲霉毒素,,,,,,,,
住,健康,,,生理時鐘,,,生物鐘,,,,,,,,,
住,健康,,,亞健康,,,亞健康,次健康,第三狀態,,,,,,,
住,健康,,,帶原者,,,病原攜帶者,,,,,,,,,
住,健康,,,殘疾人士,殘障者,,殘疾人,,,,,,,,,
住,健康,,,殘障,,,殘疾,,,,,,,,,
住,健康,,,腦死,,,腦死亡,,,,,,,,,
住,健康,,,腦波,,,腦電波,,,,,,,,,
住,職業,ㄙㄨ　ㄏㄨㄛˊ　ㄗㄨˊ,sū huó zú,SOHO族,蘇活族,,SOHO族,蘇豪族,,,,,,,,「SOHO族」是英文Small Office Home Office的縮稱。而「蘇活族」或「蘇豪族」則是SOHO的音譯。
住,職業,,,不動產經紀人,不動產仲介人員,,房地產營銷員,房地產營銷師,,,,,,,,
住,職業,ㄊㄨㄥˊ　ㄅㄨˋ　ㄎㄡˇ　ㄧˋ,tóng bù kǒu yì,同步口譯,,,同聲傳譯,同聲翻譯,同傳,實時傳譯,同聲傳譯,即時傳譯,實時傳譯,同聲傳譯,即時傳譯,大陸所說的「同聲傳譯」，香港所說的「實時傳譯」、「即時傳譯」，都強調譯者彷彿與講者同出一聲，迅速傳達的即時性。
住,職業,,,房屋仲介,,,房屋中介,,,,,,,,,
住,職業,,,服務生,,,服務員,,,,,,,,,
住,職業,,,泥水工,,,瓦工,,,,,,,,,
住,職業,,,保姆,,,保育員,,,,,,,,,
住,職業,,,清潔員,清潔工,,保潔員,保潔工,,,,,,,,
住,職業,,,清潔隊員,清潔工,,環衛工人,,,,,,,,,
住,職業,,,程式員,程式設計師,,程序員,,,,,,,,,
住,職業,,,銷售員,,,導購員,導購,,,,,,,,
住,職業,,,警衛,保全員,保全,保安,保安人員,安保,,,,,,,
住,就業工作,,,上工,出勤,,出工,出勤,,,,,,,,
住,就業工作,,,日班,,,白班,,,日更,,,日班,日更,,
住,就業工作,,,代班,,,頂班,,,,,,,,,
住,就業工作,,,半工半讀,,,半脫產學習,半脫產進修,,,,,,,,
住,就業工作,,,失業,,,失業,下崗,,,,,,,,
住,就業工作,,,在職,,,在職,在崗,,,,,,,,
住,就業工作,ㄗㄞˋ　ㄓˊ　ㄒㄩㄣˋ　ㄌㄧㄢˋ,zài zhí xùn liàn,在職訓練,,,在職培訓,,,,,,,,,通常大陸企業的「在職培訓」，又分為在崗培訓和離崗培訓兩種。前者是以短期的系列演講和課程為主，員工在工作之餘參加，而後者則通常是員工暫時離開職務，到職業院校或專門機構中受訓。
住,就業工作,,,年終獎金,,,年終獎,,,,,,,,,
住,就業工作,,,年資,,,工齡,,,,,,,,,
住,就業工作,,,長官,,,領導,,,,,,,,,
住,就業工作,ㄎㄜ　ㄒㄩㄝˊ　ㄩㄢˊ　ㄑㄩ,kē xué yuán qū,科學園區,,,科學園區,科技園,科技工業園,科技園,,,,,,科學園區是來自於英文Science Park或Science and Technology park的義譯。
住,就業工作,,,約聘人員,,,合同工,,,,,,,,,
住,就業工作,,,計時人員,,,小時工,,,,,,,,,
住,就業工作,,,重新雇用,,,返聘,,,,,,,,,
住,就業工作,ㄌㄧㄡˊ　ㄓˊ　ㄐㄧㄣˋ　ㄒㄧㄡ,liú zhí jìn xiū,留職進修,,,脫產學習,進修,,,,,,,,大陸所說的「脫產學習」，脫產即是指脫離生產，意思是指員工脫離工作生產崗位，加強學習。
住,就業工作,,,病假,,,病假,病休,,,,,,,,
住,就業工作,,,副業,,,副業,第二職業,,,,,,,,
住,就業工作,ㄓˊ　ㄒㄧㄥˊ　ㄓㄤˇ,zhí xíng zhǎng,執行長,,,首席執行官,,,行政總裁,,,行政總裁,執行長,,大陸稱「首席執行長」是由英文Chief Executive Officer義譯而來。
住,就業工作,,,專案經理,,,項目經理,,,,,,,,,
住,就業工作,ㄔㄨㄤˋ　ㄒㄧㄣ　ㄩˋ　ㄔㄥˊ　ㄓㄨㄥ　ㄒㄧㄣ,chuàng xīn yù chéng zhōng xīn,創新育成中心,育成中心,,企業孵化器,,,,,,,,,「創新育成中心」的英文為Business Incubator。Incubator的意思是指人工孵化禽類的孵育設備，大陸直譯為「企業孵化器」。
住,就業工作,ㄐㄧㄡˋ　ㄧㄝˋ　ㄅㄛˊ　ㄌㄢˇ　ㄏㄨㄟˋ,jiù yè bó lǎn huì,就業博覽會,,,招聘會,,,,,,,,,
住,就業工作,,,發薪,,,發薪,,,出糧,,,出糧,,,
住,就業工作,ㄕˋ　ㄒㄩㄣˋ　ㄏㄨㄟˋ　ㄧˋ,shì xùn huì yì,視訊會議,,,電視會議,,,,,,,,,
住,就業工作,ㄓㄡ　ㄒㄧㄡ　ㄦˋ　ㄖˋ,zhōu xiū èr rì,週休二日,,,雙休,雙休日,,,,,,,,臺灣從1998年開始實施隔週休二日，2001年開始實施週休二日。大陸從1994年試行隔週五天工作制，1995年開始實行五天工作制。大陸所說的「雙休」，即指每週休息兩天。
住,就業工作,,,徵才,求才,,招工,,,,,,,,,
住,就業工作,,,調查研究,,,調查研究,調研,,,,,,,,
住,就業工作,,,調班,,,倒休,,,,,,,,,
住,就業工作,,,調薪,,,調資,,,,,,,,,
住,就業工作,ㄧㄥˊ　ㄩㄣˋ　ㄓㄤˇ,yíng yùn zhǎng,營運長,營運總監,,營運總監,首席運營官,,營運總監,,,營運總監,營運長,,大陸所用的「首席運營官」是英文Chief Operating Officer的義譯。
住,就業工作,,,職前訓練,,,崗前培訓,,,,,,,,,
住,就業工作,,,鐘點費,,,課時工資,,,,,,,,,
住,就業工作,,,續聘,,,續聘,連聘,,,,,,,,
住,經濟,,,人才流失,,,腦流失,智力流失,,,,,,,,
住,經濟,ㄒㄧㄠˇ　ㄓㄨㄥˋ　ㄕˋ　ㄔㄤˇ,xiǎo zhòng shì chǎng,小眾市場,,,縫隙市場,針尖市場,利基市場,小眾市場,縫隙市場,,小眾市場,縫隙市場,,臺灣稱「小眾市場」，或大陸稱「縫隙市場」、「針尖市場」均是自英文Niche Market義譯而來。「利基市場」則是兼具義譯和音譯的翻譯詞。
住,經濟,ㄧˇ　ㄎㄞ　ㄈㄚ　ㄍㄨㄛˊ　ㄐㄧㄚ,yǐ kāi fā guó jiā,已開發國家,,,發達國家,已發展國家,,發達國家,已開發國家,,發達國家,已開發國家,,「已開發國家」或「發達國家」、「已發展國家」都是英文Developed Country的義譯。
住,經濟,ㄨㄞˋ　ㄏㄨㄟˋ　ㄘㄨㄣˊ　ㄉㄧˇ,wài huì cún dǐ,外匯存底,,,外匯儲備,,,,,,,,,
住,經濟,ㄉㄨㄛ　ㄊㄡˊ　ㄕˋ　ㄔㄤˇ,duō tóu shì chǎng,多頭市場,,,牛市,,,牛市,,,牛市,,,臺灣所說的「多頭市場」表示投資人將資金投入市場，手邊多出一些證券商品，期望購買標的物後價格上漲，可獲取差額。大陸地區稱「牛市」則是來源於英文Bull market一詞的直譯。
住,經濟,,,年增率,,,同比,,,,,,,,,
住,經濟,ㄉㄧ　ㄕㄡ　ㄖㄨˋ　ㄏㄨˋ,dī shōu rù hù,低收入戶,,,低收入戶,特別困難戶,特困戶,,,,,,,大陸的特別困難戶標準是家庭年收入低於貧困線以下。貧困線由國家統計局設定，作為識別農村貧困人口規模和農村貧困發生率的標準。2011年時中國大陸的貧困線標準是年收入1196元人民幣。
住,經濟,,,利多,,,利好,,,,,,,,,
住,經濟,,,投資報酬率,,,投資回報率,,,,,,,,,
住,經濟,ㄈㄤˊ　ㄨ　ㄕㄨㄟˋ,fáng wū shuì,房屋稅,,,房產稅,,,,,,,,,大陸的房產稅和臺灣最大不同在於，個人所有非營業用房屋不需要繳納房產稅，計算標準則是按照房屋的計稅餘值或租金收入課徵。
住,經濟,ㄈㄨˊ　ㄨˋ　ㄧㄝˋ,fú wù yè,服務業,,,服務業,第三產業,,,,,,,,
住,經濟,ㄓ　ㄕˋ　ㄔㄢˇ　ㄧㄝˋ,zhī shì chǎn yè,知識產業,,,智力產業,,,,,,,,,「知識產業」或「智力產業」都來源於英文Knowledge Industry一詞的義譯。
住,經濟,ㄎㄨㄥˋ　ㄉㄧˋ　ㄕㄨㄟˋ,kòng dì shuì,空地稅,,,土地閒置稅,,,,,,,,,大陸除針對閒置兩年的空地進行無償回收政策之外，對於閒置不滿兩年的土地課徵地價20%的土地閒置費，並對閒置地產用地課徵增值地價，以平抑地價。
住,經濟,ㄎㄨㄥ　ㄊㄡˊ　ㄕˋ　ㄔㄤˇ,kōng tóu shì chǎng,空頭市場,,,熊市,,,熊市,,,熊市,,,大陸地區所說的「熊市」，是來源英文Bear Market一詞的義譯。
住,經濟,,,股票跌破行情,,,破發,,,,,,,,,
住,經濟,,,指數,,,係數,,,,,,,,,
住,經濟,ㄏㄤˊ　ㄊㄞˋ　ㄎㄜ　ㄐㄧˋ,háng tài kē jì,航太科技,航太工業,,航天科技,航天工業,,,,,,,,
住,經濟,,,國內貿易,,,內貿,,,,,,,,,
住,經濟,,,國庫,,,國庫,金庫,,,,,,,,
住,經濟,ㄍㄨㄛˊ　ㄧㄥˊ　ㄕˋ　ㄧㄝˋ,guó yíng shì yè,國營事業,國營企業,,國營企業,國有企業,國企,公營機構,,,,,,"大陸的國有企業是指企業全部資產歸於國家，且按規定登記註冊的非公司制經濟組織。國有企業和民營企業一樣，皆以營利為目的。有的國有企業，原本是從政府部門轉變而來，如中國電信、中國移動，前身為政府單位郵電部。
香港地區的公營機構，由香港特別行政區政府出資營運，負責特定公共服務，或政府認為需要社會人士參與的工作。公營機構不屬於政府單位，職能雖與政府部門相似，但成員不是公務員。"
住,經濟,,,強勢貨幣,,,硬通貨,,,,,,,,,
住,經濟,,,軟實力,,,軟實力,軟力量,,,,,,,,
住,經濟,ㄊㄨㄥ　ㄏㄨㄛˋ　ㄆㄥˊ　ㄓㄤˋ,tōng huò péng zhàng,通貨膨脹,,,通貨膨脹,通脹,,,,,,,,
住,經濟,ㄎㄞ　ㄈㄚ　ㄓㄨㄥ　ㄍㄨㄛˊ　ㄐㄧㄚ,kāi fā zhōng guó jiā,開發中國家,,,發展中國家,欠發達國家,,,,,,,,「開發中國家」、「發展中國家」、「欠發達國家」都是來源於英文Developing Country的義譯。
住,經濟,ㄗ　ㄒㄩㄣˋ　ㄔㄢˇ　ㄧㄝˋ,zī xùn chǎn yè,資訊產業,,,信息產業,,,,,,,,,
住,經濟,ㄉㄠˋ　ㄑㄩㄥˊ　ㄍㄨㄥ　ㄧㄝˋ　ㄆㄧㄥˊ　ㄐㄩㄣ　ㄓˇ　ㄕㄨˋ,dào qióng gōng yè píng jūn zhǐ shù,道瓊工業平均指數,道瓊工業指數,道瓊指數,道瓊斯工業平均指數,道瓊斯指數,道指,道瓊斯指數,,,道瓊斯指數,,,
住,經濟,ㄌㄩˋ　ㄙㄜˋ　ㄗ　ㄒㄩㄣˋ　ㄎㄜ　ㄐㄧˋ,lǜ sè zī xùn kē jì,綠色資訊科技,,,綠色科技,綠色IT,,,,,,,,大陸稱「綠色IT」是從英文Green IT一詞直譯而來。
住,經濟,,,與上月同期比較,,,環比,,,,,,,,,
住,經濟,,,銀髮市場,銀髮產業,,夕陽市場,,,,,,,,,
住,經濟,ㄖㄜˋ　ㄑㄧㄢˊ,rè qián,熱錢,游資,逃避資本,熱錢,熱幣,投機性短期資本,熱錢,游資,流資,熱錢,游資,,
住,經濟,,,機率,概率,,概率,,,,,,,,,
住,經濟,,,證管會,,,證監會,,,,,,,,,
住,商業,ㄈㄣ　ㄑㄧˊ　ㄈㄨˋ　ㄎㄨㄢˇ,fēn qí fù kuǎn,分期付款,,,分期付款,月供,,,,,,,,分期付款經常以月為期，因此大陸俗稱為「月供」，表示付款人每月需繳交一定數額的款項。
住,商業,,,回檔,,,回調,,,,,,,,,
住,商業,,,底標,,,標底,,,,,,,,,
住,商業,,,房市,,,樓市,,,,,,,,,
住,商業,ㄈㄤˊ　ㄨ　ㄐㄧㄣ　ㄊㄧㄝ,fáng wū jīn tiē,房屋津貼,,,住房補貼,房補,,房屋津貼,房津,,房屋津貼,房津,房補,大陸的政府機構或國家單位針對沒有房子，或住房面積未達一定標準的員工，提供房屋津貼福利。「房補」即是「住房補貼」的簡稱。
住,商業,ㄉㄧˇ　ㄧㄚ　ㄉㄞˋ　ㄎㄨㄢˇ,dǐ yā dài kuǎn,抵押貸款,,,抵押貸款,按揭貸款,按揭,按揭,按揭貸款,,按揭,按揭貸款,,「按揭」是英文Mortgage的粵語音譯，後逐漸流通，成為普遍用詞。
住,商業,ㄎㄨㄥ　ㄊㄡˊ　ㄍㄨㄥ　ㄙ,kōng tóu gōng sī,空頭公司,空殼公司,紙上公司,皮包公司,,,,,,,,,
住,商業,,,空頭支票,,,白條,,,,,,,,,
住,商業,,,保證價格,,,保護價,,,,,,,,,
住,商業,,,信用合作社,,,信用合作社,信用社,,,,,,,,
住,商業,,,信用狀,,,信用證,,,,,,,,,
住,商業,,,高價轉賣,,,倒賣,,,,,,,,,
住,商業,ㄓˋ　ㄏㄨㄟˋ　ㄘㄞˊ　ㄔㄢˇ　ㄑㄩㄢˊ,zhì huì cái chǎn quán,智慧財產權,,,知識產權,,,,,,,,,
住,商業,,,開低,,,低開,,,,,,,,,
住,商業,,,開高,,,高開,,,,,,,,,
住,商業,ㄓˋ ㄖㄨˋ ㄒㄧㄥˋ ㄒㄧㄥˊ ㄒㄧㄠ,zhì rù xìng xíng xiāo,置入性行銷,置入性廣告,置入式行銷,隱性廣告,軟廣告,軟性廣告,,,,,,,
住,商業,,,零存整付,,,零存整取,,,,,,,,,
住,商業,ㄨㄤˇ　ㄌㄨˋ　ㄧㄣˊ　ㄏㄤˊ,wǎng lù yín háng,網路銀行,,,網絡銀行,網上銀行,,網絡銀行,,,網絡銀行,,,臺灣稱「網路銀行」，大陸、香港、澳門稱「網上銀行」、「網絡銀行」都翻譯自英文的Internet Banking。
住,商業,,,增值儲蓄,,,保值儲蓄,,,,,,,,,
住,商業,ㄕㄨㄤ　ㄒㄧㄣ　ㄐㄧㄚ　ㄊㄧㄥˊ,shuāng xīn jiā tíng,雙薪家庭,,,雙職工家庭,,,,,,,,,
住,買賣交易,,,大賣場,,,商城,,,,,,,,,
住,買賣交易,,,不二價,,,一口價,,,,,,,,,
住,買賣交易,,,中盤商,中盤,,中間商,,,,,,,,,
住,買賣交易,,,公司貨,,,行貨,,,,,,,,,
住,買賣交易,ㄉㄞˋ　ㄍㄨㄥ,dài gōng,代工,,,貼牌,加代工,,,,,,,,
住,買賣交易,,,正字標記產品,,,國優產品,,,,,,,,,
住,買賣交易,,,正貨,,,正品,,,,,,,,,
住,買賣交易,,,次級品,次貨,,次品,,,,,,,,,
住,買賣交易,,,自動販賣機,,,自動售貨機,,,,,,,,,
住,買賣交易,,,拍賣,,,拍賣,甩賣,,,,,,,,
住,買賣交易,,,明星商品,,,拳頭商品,,,,,,,,,
住,買賣交易,,,門市,營業據點,,門市,營業廳,,,,,,,,
住,買賣交易,,,便利店,便利商店,超商,便利店,,,,,,,,,
住,買賣交易,,,保存期限,,,保質期,,,,,,,,,
住,買賣交易,,,保固期,,,保修期,,,,,,,,,
住,買賣交易,,,倒店,,,關張,,,,,,,,,
住,買賣交易,,,缺貨,,,缺貨,斷檔,脫銷,,,,,,,
住,買賣交易,,,停工,,,停工,下馬,,,,,,,,
住,買賣交易,,,動工,,,動工,上馬,,,,,,,,
住,買賣交易,ㄕㄡˋ　ㄏㄡˋ　ㄈㄨˊ　ㄨˋ,shòu hòu fú wù,售後服務,,,售後服務,銷後服務,三包,,,,,,,"大陸所說的「三包」則是指零售商對購買商品的顧客實行包修、包換、包退的服務。買方購入商品後，在非人為破壞的情況下，若商品損壞，賣方在一定期限內對於故障商品給予修換退的保證。
但在大陸，「三包」的另外一個意思與商品售後服務無關，而是指沿街兩側的商家和住家，針對自家門前包清潔、包綠化和包秩序。"
住,買賣交易,,,商店街,,,商業街,,,,,,,,,
住,買賣交易,,,盜版,,,盜版,山寨,,,,,,,,
住,買賣交易,,,超市,超級市場,,超市,自選市場,,,,,,,,
住,買賣交易,,,黃金店面,,,旺舖,,,,,,,,,
住,買賣交易,,,熱門貨,熱貨,搶手貨,熱門貨,熱貨,緊俏貨,,,,,,,
住,買賣交易,,,瑕疵品,劣貨,,殘品,殘貨,,,,,,,,
住,買賣交易,,,零碼貨,零碼,,斷碼貨,尾貨,,,,,,,,
住,買賣交易,,,暢銷商品,,,大路貨,,,,,,,,,
住,買賣交易,,,網路行銷,,,網絡營銷,,,,,,,,,
住,買賣交易,,,儲值,加值,,充值,,,增值,,,增值,,,
住,買賣交易,,,營運,,,運營,,,,,,,,,
住,買賣交易,,,購物籃,購物籃子,,購物筐,,,,,,,,,
行,航空,,,空中少爺,空少,,空哥,,,,,,,,,
行,航空,,,空中巴士,,,空中客車,,,,,,,,,
行,航空,,,空中服務員,空服員,,空中乘務員,,,,,,,,,
行,航空,,,空橋,登機橋,,登機廊橋,登機橋,廊橋,,,,,,,
行,航空,ㄏㄟ　ㄏㄜˊ　˙ㄗ,hēi hé zi,黑盒子,飛行資料記錄器,,黑盒子,黑匣子,飛行參數紀錄系統,,,,,,,
行,航空,,,候機室,,,候機聽,,,,,,,,,
行,航空,,,航站大廈,,,航站樓,,,,,,,,,
行,航空,,,渦輪噴射,,,渦輪噴氣,,,,,,,,,
行,航空,,,登機門,,,登機口,,,登機口,,,,,,
行,航空,,,登機證,,,登機牌,,,登機牌,,,,,,
行,航空,ㄆㄣ　ㄕㄜˋ　ㄐㄧ,pēn shè jī,噴射機,,,噴氣式飛機,,,,,,,,,臺灣稱為「噴射機」，大陸稱「噴氣式飛機」，均在強調其動力系統。
行,交通設施,ㄍㄨㄥ　ㄔㄜ　ㄓㄨㄢ　ㄩㄥˋ　ㄉㄠˋ,gōng chē zhuān yòng dào,公車專用道,,,公交專用道,公交車道,,巴士專線,,,巴士專道,,,
行,交通設施,ㄊㄧㄢ　ㄑㄧㄠˊ,tiān qiáo,天橋,陸橋,,天橋,陸橋,過街橋,天橋,行人天橋,,天橋,行人天橋,,大陸稱「過街橋」、「過街天橋」則是強調提供行人過街的功能。
行,交通設施,,,月臺安全門,月臺門,,屏蔽門,遮罩門,月臺幕門,,,,,,,
行,交通設施,,,平交道,,,道口,,,,,,,,,
行,交通設施,,,交通號誌,,,交通信號燈,,,,,,,,,
行,交通設施,,,交通錐,,,警示桶,,,,,,,,,
行,交通設施,,,地下道,人行地下道,,地下道,地下通道,,,,,,,,
行,交通設施,,,自行車專用道,自行車道,,自行車慢行車道,,,,,,,,,
行,交通設施,ㄒㄧㄥˊ　ㄖㄣˊ　ㄊㄨˊ　ㄅㄨˋ　ㄑㄩ,xíng rén tú bù qū,行人徒步區,徒步區,,步行街,,,行人專用區,,,行人專用區,,,
行,交通設施,,,快車道,,,快車道,快行線,,,,,,,,
行,交通設施,,,紐澤西護欄,,,隔離墩,,,,,,,,,
行,交通設施,ㄍㄠ　ㄐㄧㄚˋ　ㄑㄧㄠˊ,gāo jià qiáo,高架橋,交流道,,高架橋,立體交叉橋,立交橋,立交橋,,,立交橋,,,大陸的「立交橋」全稱為立體交叉橋，強調橋體的立體交叉式設計。
行,交通設施,ㄍㄠ　ㄔㄥˊ　ㄗㄞˋ　ㄓㄨㄢ　ㄩㄥˋ　ㄉㄠˋ,gāo chéng zài zhuān yòng dào,高乘載專用道,,,高載客率專用車道,HOV車道,,,,,,,,高乘載專用道的英文全名是High-occupancy Vehicle Lane，縮稱HOV，因此又稱HOV車道。
行,交通設施,ㄅㄢ　ㄇㄚˇ　ㄨㄣˊ　ㄒㄧㄥˊ　ㄖㄣˊ　ㄔㄨㄢ　ㄩㄝˋ　ㄒㄧㄢˋ,bān mǎ wén xíng rén chuān yuè xiàn,斑馬紋行人穿越線,斑馬線,行人穿越道,橫道線,人行橫道,,斑馬紋行人穿越線,斑馬線,,斑馬線,人行橫道,,
行,交通設施,ㄩㄢˊ　ㄏㄨㄢˊ,yuánhuán,圓環,,,環形交叉,環島,轉盤,迴旋處,,,圓形地,迴旋處,,大陸通常將「圓環」稱作「環島」
行,交通設施,ㄉㄧㄢˋ　ㄉㄨㄥˋ　ㄕㄡˇ　ㄈㄨˊ　ㄊㄧ,diàn dòng shǒu fú tī,電動手扶梯,電動扶梯,電扶梯,電扶梯,步行電梯,滾梯,電動梯,行人電梯,扶手電梯,電動梯,扶手電梯,,
行,交通設施,ㄗˋ　ㄉㄨㄥˋ　ㄒㄧㄥˊ　ㄖㄣˊ　ㄕㄨ　ㄙㄨㄥˋ　ㄉㄞˋ,zì dòng xíng rén shū sòng dài,電動步道,電動平面步道,自動行人輸送帶,自動步道,自動行人道,,電動道,自動行人輸送帶,,電動道,自動行人輸送帶,,
行,交通設施,,,慢車道,,,慢行道,,,,,,,,,
行,交通設施,,,暫停線,等待線,,安全線,,,,,,,,,
行,交通設施,ㄉㄧㄠˋ　ㄅㄛ　ㄔㄜ　ㄉㄠˋ,diào bō chē dào,調撥車道,,,可變向車道,變向車流車道,潮汐車道,潮水式行車,,,潮水式行車,,,因為調撥車道的使用經常發生在每日早晚上下班的尖峰時段，定時調整，有如潮汐，因此大陸稱為「潮汐車道」，而香港澳門有「潮水式行車」等稱呼。
行,交通設施,ㄉㄠˇ　ㄇㄤˊ　ㄓㄨㄢ,dǎo máng zhuān,導盲磚,,,盲道磚,,,,,,,,,
行,交通設施,,,雙向道路,雙向車道,,雙行道,雙行線,,,,,,,,
行,大眾交通運輸,ㄍㄨㄥ　ㄔㄜ　ㄐㄧㄝˊ　ㄩㄣˋ　ㄒㄧˋ　ㄊㄨㄥˇ,gōng chē jié yùn xì tǒng,公車捷運系統,公車式捷運,,快速公交,,,,,,,,,
行,大眾交通運輸,ㄍㄨㄥ　ㄔㄜ,gōng chē,公車,公共汽車,,公交,公共汽車,公交車,公交巴士,,,公交巴士,,,臺灣所說的「公車」，在大陸指「公交車」。而大陸「公車」的意思，是指政府機關或公司行號因為處理公務而配置的車輛，意思等同於臺灣的「公務車」或「公家車」。兩岸指稱的意思完全不同。
行,大眾交通運輸,,,公車亭,,,公交站亭,,,,,,,,,
行,大眾交通運輸,,,交通車,,,班車,,,,,,,,,
